"","reviewid","label","genre","title","artist","score","best_new_music","pub_month","pub_year","genre_occurrences","label_count"
"1328",13758,"abkco","","fantastic mr. fox ost","various artists",7.1,0,12,2009,NA,3
"1329",13736,"numero group","","light: on the south side","various artists",8.3,0,12,2009,NA,62
"1330",13754,"merge","","score! the remixes!","various artists",6.3,0,12,2009,NA,275
"1331",13674,"kompakt","","24/7","gusgus",6.9,0,12,2009,NA,83
"1332",13741,"atlantic","","one fast move or i'm gone: music from kerouac's big sur","jay farrar & benjamin gibbard",4.9,0,11,2009,NA,153
"1333",13724,"self-released","","spells","the happy hollows",7.2,0,11,2009,NA,475
"1334",13712,"drag city","","seconds","gary higgins",3.2,0,11,2009,NA,301
"1335",13683,"soul jazz","","can you dig it? the music and politics of black action films 1968-75","various artists",8.7,1,11,2009,NA,42
"1336",13723,"drag city","","ouled bambara: portraits of gnawa","various artists",7.3,0,11,2009,NA,301
"1337",13723,"twos & fews","","ouled bambara: portraits of gnawa","various artists",7.3,0,11,2009,NA,2
"1338",13716,"legacy","","do what you want, be what you are: the music of daryl hall and john oates","hall and oates",4.8,0,11,2009,NA,57
"1339",13412,"act music + vision","","historicity","vijay iyer trio",7.8,0,11,2009,NA,3
"1340",13649,"soundway","","ghana special: modern highlife, afro-sounds & ghanaian blues 1968-1981","various artists",8.5,1,11,2009,NA,8
"1341",13668,"warp","","warp20 (box set)","various artists",9.2,1,11,2009,NA,239
"1342",13565,"xl","","everything is new","jack peate",7.4,0,11,2009,NA,134
"1343",13630,"numero group","","eccentric soul: smart's palace","various artists",8,0,11,2009,NA,62
"1344",13614,"hyperdub","","5: five years of hyperdub","various artists",8.2,1,10,2009,NA,54
"1345",13540,"numero group","","wayfaring strangers: lonesome heroes","various artists",7.7,0,10,2009,NA,62
"1346",13626,"atlantic","","the twilight saga: new moon ost","various artists",5.4,0,10,2009,NA,153
"1347",13626,"chop shop","","the twilight saga: new moon ost","various artists",5.4,0,10,2009,NA,1
"1348",13555,"shout! factory","","ciao my shining star: the songs of mark mulcahy","various artists",4.5,0,10,2009,NA,20
"1349",13550,"dgc","","where the wild things are ost","karen o and the kids",6.8,0,10,2009,NA,11
"1350",13550,"interscope","","where the wild things are ost","karen o and the kids",6.8,0,10,2009,NA,174
"1351",13532,"rhino","","where the action is! los angeles nuggets 1965-1968","various artists",7.8,0,10,2009,NA,107
"1352",13524,"warner bros.","","my weakness is strong","patton oswalt",7.7,0,10,2009,NA,197
"1353",13489,"matador","","the sound the speed the light","mission of burma",8,0,9,2009,NA,231
"1354",13512,"columbia","","the sun came out","7 worlds collide",6.7,0,9,2009,NA,242
"1355",13490,"drag city","","where were you when it happened?","monotonix",7,0,9,2009,NA,301
"1356",13499,"echospace","","white clouds drift on and on","brock van wey",8,0,9,2009,NA,1
"1357",13460,"chimera","","between my head and the sky","yoko ono plastic ono band",7.3,0,9,2009,NA,8
"1358",13459,"american dust","","crayon angel: a tribute to the music of judee sill","various artists",6,0,9,2009,NA,4
"1359",13464,"reprise","","inglourious basterds ost","various artists",7.2,0,9,2009,NA,47
"1360",13464,"wea","","inglourious basterds ost","various artists",7.2,0,9,2009,NA,18
"1361",13455,"self-released","","the velvet underground & nico","record club",6.2,0,9,2009,NA,475
"1362",13361,"strut","","ze 30: ze records story 1979-2009","various artists",7.7,0,8,2009,NA,32
"1363",13344,"kompakt","","total 10","various artists",7.1,0,8,2009,NA,83
"1364",13360,"sub pop","","king of jeans","pissed jeans",8.3,0,8,2009,NA,337
"1365",13302,"rhino","","woodstock 40 years on: back to yasgur's farm","various artists",5.2,0,8,2009,NA,107
"1366",13174,"mule","","my favorite things, vol. 2","various artists",7.2,0,8,2009,NA,1
"1367",13099,"hydra head","","clean hands go foul","khanate",7.6,0,7,2009,NA,97
"1368",13285,"pias","","lovetune for vacuum","soap & skin",7.3,0,7,2009,NA,32
"1369",13330,"nonesuch","","seya","oumou sangar",8.1,0,7,2009,NA,83
"1370",13330,"world circuit","","seya","oumou sangar",8.1,0,7,2009,NA,15
"1371",13274,"hidden agenda","","of the cathmawr yards","the horse's ha",6.8,0,7,2009,NA,14
"1372",13173,"analog africa","","legends of benin","various artists",8.5,1,7,2009,NA,6
"1373",13243,"ministry of sound","","the sound of uk funky","ministry of sound",8,0,7,2009,NA,5
"1374",13230,"lo","","a psychedelic guide to monsterism island","various artists",6,0,6,2009,NA,19
"1375",13147,"underwater peoples","","underwaterpeoples records showcase","various artists",7.6,0,6,2009,NA,22
"1376",13206,"kitsun","","kitsun maison 7: the lucky one","various artists",7.3,0,6,2009,NA,13
"1377",13076,"siltbreeze","","tyvek","tyvek",7.6,0,6,2009,NA,18
"1378",13170,"self-released","","odo sanbra","occidental brothers dance band international",7.6,0,6,2009,NA,475
"1379",13075,"nobody's bizzness","","two","miss kittin & the hacker",4.4,0,6,2009,NA,1
"1380",13065,"luaka bop","","21st century, 21st year","various artists",6,0,6,2009,NA,26
"1381",13193,"self-released","","dark night of the soul","danger mouse and sparklehorse",7.4,0,5,2009,NA,475
"1382",13054,"warp","","ice capped at both ends","diamond watch wrists",6.2,0,5,2009,NA,239
"1383",13031,"self-released","","cryptomnesia","el grupo nuevo de omar rodriguez-lopez",4.8,0,5,2009,NA,475
"1384",13037,"anti-","","yours truly, the commuter","jason lytle",7.4,0,5,2009,NA,115
"1385",13039,"kill shaman","","death control","night control",7.2,0,5,2009,NA,3
"1386",12749,"woebot","","automat ep","woebot",6.8,0,5,2009,NA,1
"1387",13005,"wall of sound","","replica sun machine","the shortwave set",3.5,0,5,2009,NA,15
"1388",12880,"hip-o select","","the complete motown singles, vol. 11a: 1971","various artists",8.9,0,4,2009,NA,22
"1389",12932,"ernest jenning","","never gonna touch the ground","still flyin'",6,0,4,2009,NA,6
"1390",12920,"tizona","","mother of curses","d. rider",5.2,0,4,2009,NA,1
"1391",12790,"saddle creek","","dusk","ladyfinger (ne)",6.2,0,4,2009,NA,98
"1392",12903,"tee pee","","when sweet sleep returned","the assemble head in sunburst sound",7.1,0,4,2009,NA,33
"1393",12861,"saddle creek","","o+s","o+s",6.4,0,4,2009,NA,98
"1394",12908,"merge","","score! twenty years of merge records: the covers","various artists",6.4,0,4,2009,NA,275
"1395",12812,"numero group","","local customs: downriver revival","various artists",8,0,4,2009,NA,62
"1396",12881,"strut","","nigeria 70: the definitive story of 1970s funky lagos","various artists",8.8,1,4,2009,NA,32
"1397",12864,"kompakt","","pop ambient 2009","various artists",6.4,0,4,2009,NA,83
"1398",12811,"skull disco","","soundboy's gravestone gets desecrated by vandals","various artists",6.9,0,3,2009,NA,2
"1399",12785,"self-released","","black boy white boy","young dro & yung l.a.",4.1,0,3,2009,NA,475
"1400",12738,"self-released","","matter and light","the theater fire",7.4,0,3,2009,NA,475
"1401",12753,"strut","","calypsoul 70: caribbean soul & calypso crossover 1969-1979","various artists",8,0,3,2009,NA,32
"1402",12825,"important","","the wolf also shall dwell with the lamb","brethren of the free spirit",6.8,0,3,2009,NA,57
"1403",12766,"manimal vinyl","","just like heaven: a tribute to the cure","various artists",1.7,0,3,2009,NA,6
"1404",12770,"dust-to-digital","","the art of field recording, vol. 2","various artists",8.6,0,3,2009,NA,12
"1405",12735,"sterns africa","","francophonic, vol. 1: 1953 - 1980","franco & le tout puissant ok jazz",8.8,1,3,2009,NA,11
"1406",12794,"rune grammofon","","money will ruin everything: the second edition","various artists",7.4,0,3,2009,NA,44
"1407",12743,"self-released","","may a lightning bolt caress you ep","aleks and the drummer",6.8,0,3,2009,NA,475
"1408",12795,"emusic","","selected + collected: an emusic selects compilation","various artists",7.8,0,3,2009,NA,13
"1409",12734,"end of the road","","songbook","woodpigeon",5.5,0,3,2009,NA,1
"1410",12754,"treader","","spaceshipp","j spaceman and matthew shipp",6.5,0,3,2009,NA,4
"1411",12716,"astralwerks","","war child presents heroes","various artists",7,0,2,2009,NA,195
"1412",12717,"4ad","","dark was the night","various artists",8.6,1,2,2009,NA,139
"1413",12711,"twos & fews","","i want to go where things are beautiful","nimrod workman",8.8,0,2,2009,NA,2
"1414",12712,"jagjaguwar","","the blue depths","odawas",7.7,0,2,2009,NA,177
"1415",12709,"family vineyard","","two nice catholic boys","loren connors & jim o'rourke",7.2,0,2,2009,NA,16
"1416",12698,"thrill jockey","","choral","mountains",6.5,0,2,2009,NA,320
"1417",12696,"fabric","","fabric 42","me",6.9,0,2,2009,NA,47
"1418",12689,"pompeii","","march of the zapotec / holland","beirut/realpeople",8.1,0,2,2009,NA,2
"1419",12664,"crammed discs","","in the house of mirrors","hector zazou & swara",5.8,0,2,2009,NA,17
"1420",12661,"rhino","","factory records: communications 1978-92","various artists",6.8,0,2,2009,NA,107
"1421",12652,"unsuitable","","patches","andy moor and dj/rupture",7.2,0,2,2009,NA,1
"1422",12635,"analog africa","","volume one: the vodoun effect (funk & sato from benin's obscure labels 1973-1975)","orchestre poly-rythmo de cotonou",8.7,1,2,2009,NA,6
"1423",12579,"world village","","silent city","kayhan kalhor & brooklyn rider",7.6,0,1,2009,NA,7
"1424",12564,"frog stand","","hold this ghost","muse mcanique",7.2,0,1,2009,NA,3
"1425",12589,"compadre","","johnny cash remixed","various artists",0.2,0,1,2009,NA,1
"1426",12583,"everloving","","1-2-3/apple tree ep","herman dune",7.6,0,1,2009,NA,6
"1427",12585,"suicide squeeze","","tail swallower & dove","these arms are snakes",6.4,0,1,2009,NA,54
"1428",12566,"numero group","","titan: it's all pop!","various artists",8,0,1,2009,NA,62
"1429",12535,"honest jon's","","living is hard: west african music in britain, 1927-1929","various artists",8,0,1,2009,NA,22
"1430",12539,"smallville","","songs from the beehive","move d and benjamin brunn",8.1,0,1,2009,NA,2
"1431",12546,"island","","no pussyfooting","fripp & eno",7.9,0,1,2009,NA,94
"1432",12541,"n.e.e.t.","","slumdog millionaire ost","various artists",7.4,0,1,2009,NA,6
"1433",12532,"stiff","","wreckless eric & amy rigby","wreckless eric & amy rigby",6.9,0,1,2009,NA,1
"1434",12519,"ztt","","zang tumb tuum: the ztt box set","various artists",5.1,0,1,2009,NA,8
"1435",12510,"honest jon's","","give me love: songs of the brokenhearted - baghdad 1925-1929","various artists",8.6,0,12,2008,NA,22
"1436",12506,"asthmatic kitty","","welcome to the welcome wagon","the welcome wagon",7.9,0,12,2008,NA,74
"1437",12509,"awr","","i'll stay 'til after christmas","various artists",6.8,0,12,2008,NA,1
"1438",12487,"sublime frequencies","","1970's algerian proto-ra underground","various artists",7.5,0,12,2008,NA,13
"1439",12489,"kitsun","","kitsun maison 6: the melodic one","various artists",5.9,0,12,2008,NA,13
"1440",12479,"rinse fm","","i love dubstep","various artists",7.4,0,12,2008,NA,2
"1441",12455,"sony","","love train: the sound of philadelphia","various artists",8.7,0,11,2008,NA,72
"1442",12447,"numero group","","eccentric soul: the young disciples","various artists",8.2,0,11,2008,NA,62
"1443",12432,"domino","","hallam foe ost","various artists",6.3,0,11,2008,NA,284
"1444",12396,"orange twin","","dark developments","vic chesnutt, elf power, and the amorphous strums",7.5,0,11,2008,NA,18
"1445",12394,"absolutely kosher","","xs on your eyes","+/-",5,0,11,2008,NA,54
"1446",12386,"standard","","of great and mortal men: 43 songs for 43 u.s. presidencies","j. matthew gerken, christian kiefer, and jefferson pitcher",7.6,0,11,2008,NA,2
"1447",12365,"file under: music","","hearts & daggers","miss murgatroid and petra haden",7.3,0,11,2008,NA,4
"1448",12374,"lost highway","","cardinology","ryan adams & the cardinals",4.7,0,10,2008,NA,27
"1449",12315,"awake productions","","awake, my soul: the original soundtrack / help me to sing: songs of the sacred harp","various artists",8.8,0,10,2008,NA,1
"1450",12317,"atlantic","","nick and norah's infinite playlist ost","various artists",5.2,0,10,2008,NA,153
"1451",12292,"p.w. elverum & sun","","lost wisdom","mount eerie with julie doiron and fred squire",8.3,1,10,2008,NA,14
"1452",12245,"temporary residence","","just thoughts","prints",6,0,10,2008,NA,121
"1453",12239,"atavistic","","shut up and bleed","teenage jesus and beirut slump",8.5,0,10,2008,NA,28
"1454",12269,"death from abroad","","nobody knows anything: dfa presents supersoul recordings","various artists",4.7,0,10,2008,NA,1
"1455",12233,"century media","","southern storm","krisiun",7.2,0,9,2008,NA,26
"1456",12192,"siltbreeze","","fabulous diamonds","fabulous diamonds",7.4,0,9,2008,NA,18
"1457",12188,"rough trade","","me and armini","emilana torrini",5.9,0,9,2008,NA,145
"1458",12177,"the new year","","the new year","matt & bubba kadane",7.5,0,9,2008,NA,1
"1459",12167,"drag city","","helena espvall & masaki batoh","helena espvall & masaki batoh",7.1,0,9,2008,NA,301
"1460",12109,"grnland","","inlandish","hans-joachim rdelius & tim story",6.8,0,8,2008,NA,11
"1461",12051,"numero group","","eccentric soul: the tragar & note labels","various artists",8,0,8,2008,NA,62
"1462",12116,"numero group","","total 9","various artists",6.9,0,8,2008,NA,62
"1463",12086,"old man","","my fellow sophisticates","william f. gibbs",6.1,0,8,2008,NA,1
"1464",12089,"numero group","","b-boy records: the masterworks","various artists",7.2,0,8,2008,NA,62
"1465",12094,"numero group","","the complete motown singles, vol. 10: 1970","various artists",9,0,8,2008,NA,62
"1466",12095,"pias","","double bubble","stereo mcs",4.4,0,8,2008,NA,32
"1467",12065,"virgin","","songs on the rocks","nze",5.9,0,8,2008,NA,149
"1468",12046,"dangerbird","","leo magnets joins a gang","the curse of company",6.1,0,8,2008,NA,28
"1469",12014,"numero group","","nigeria 70: lagos jump, original heavyweight afrobeat, highlife & afro-funk","various artists",8.5,0,8,2008,NA,62
"1470",12043,"1928","","the muslims","the muslims",5.9,0,8,2008,NA,1
"1471",12039,"honest jon's","","abdel hadi halo & the el gusto orchestra of algiers","abdel hadi halo & the el gusto orchestra of algiers",7.5,0,8,2008,NA,22
"1472",12037,"gypsy eyes","","cheekbone hollows","the childballads",4,0,7,2008,NA,2
"1473",11991,"crammed discs","","es tiempo","all",7.9,0,7,2008,NA,17
"1474",12032,"tic tac totally","","pretty loud","mouserocket",7,0,7,2008,NA,3
"1475",12017,"thrill jockey","","liars and prayers","thalia zedek band",7.8,0,7,2008,NA,320
"1476",12013,"virgin","","something for all of us","broken social scene presents: brendan canning",7.5,0,7,2008,NA,149
"1477",11995,"pask","","the coral sea","patti smith & kevin shields",6.8,0,7,2008,NA,1
"1478",11983,"k","","tout seul dans la fort en plein jour, avez-vous peur?","woelv",6.3,0,7,2008,NA,98
"1479",11944,"nicolay music","","time:line","nicolay & kay",5.8,0,7,2008,NA,2
"1480",11945,"comedy central","","from heaven","todd barry",5.2,0,7,2008,NA,4
"1481",11694,"sound way","","nigeria disco funk special","various artists",8.2,0,7,2008,NA,1
"1482",11946,"autobus","","i miss this","weird weeds",6.8,0,7,2008,NA,3
"1483",11939,"no quarter","","focus level","endless boogie",6.8,0,7,2008,NA,25
"1484",11940,"numero group","","muting the noise","various artists",6.2,0,7,2008,NA,62
"1485",2272,"75 arkz","","deltron 3030","deltron 3030",8.8,0,7,2008,NA,5
"1486",11934,"slender means society","","pwrfl power","pwrfl power",4.9,0,6,2008,NA,8
"1487",11609,"not not fun","","occasion","the goslings",7.7,0,6,2008,NA,17
"1488",11566,"analog africa","","african scream contest: raw & psychedelic sounds from benin & togo 70s","various artists",8.9,0,6,2008,NA,6
"1489",11573,"drag city","","body language","monotonix",6.7,0,6,2008,NA,301
"1490",11565,"language of stone","","the door into summer","ex reverie",6.6,0,6,2008,NA,6
"1491",11535,"language of stone","","come, arrow, come!","festival",7.7,0,6,2008,NA,6
"1492",11509,"get physical","","songs on the rocks","nze",6.7,0,5,2008,NA,15
"1493",11511,"music house","","the set up","fat ray & black milk",7.3,0,5,2008,NA,1
"1494",11517,"tompkins square","","imaginational anthem vol. 3","various artists",6.1,0,5,2008,NA,29
"1495",11504,"street sounds","","street sounds electro: the ultimate boxed set","various artists",7.2,0,5,2008,NA,1
"1496",11481,"numero group","","soul messages from dimona","various artists",8.4,0,5,2008,NA,62
"1497",11445,"thrill jockey","","terrible two","thank you",7.7,0,5,2008,NA,320
"1498",11522,"rhino","","anywhere i lay my head","scarlett johansson",5.5,0,5,2008,NA,107
"1499",11522,"atco","","anywhere i lay my head","scarlett johansson",5.5,0,5,2008,NA,3
"1500",11488,"green owl","","the green owl comp: a benefit for energy action","various artists",5.6,0,5,2008,NA,6
"1501",11428,"now again","","carolina funk: first in funk 1968-1977","various artists",8.2,0,5,2008,NA,10
"1502",11428,"jazzman","","carolina funk: first in funk 1968-1977","various artists",8.2,0,5,2008,NA,1
"1503",11222,"ignuitas","","eve night","les rallizes denudes",8,0,5,2008,NA,1
"1504",11355,"highwheel","","deep in the woods","dragged by horses",6.3,0,5,2008,NA,4
"1505",11450,"truth & soul","","truth & soul: fallin' off the reel ii","various artists",6.7,0,5,2008,NA,5
"1506",11456,"everloving","","i wish that i could see you soon ep","herman dune",7.3,0,5,2008,NA,6
"1507",11455,"autobus","","bright blue dream","{{{ sunset }}}",5.6,0,5,2008,NA,3
"1508",11374,"strut","","funky nassau: the compass point story 1980-1986","various artists",8.2,0,5,2008,NA,32
"1509",11443,"self-released","","brutal","clear tigers",5.6,0,5,2008,NA,475
"1510",11460,"unknown","","yeti #5","various artists",7.8,0,5,2008,NA,12
"1511",11431,"cochon","","jane doe loves me","experimental dental school",4.8,0,4,2008,NA,1
"1512",11444,"voxonic","","h.n.i.c. pt. 2","prodigy",7.8,0,4,2008,NA,1
"1513",11306,"shout! factory","","in the name of love: africa celebrates u2","various artists",7,0,4,2008,NA,20
"1514",11379,"numero group","","don't stop: recording tap","various artists",7.4,0,4,2008,NA,62
"1515",11389,"impose","","everything's perfect","team robespierre",6.4,0,4,2008,NA,3
"1516",11664,"self-released","","wrenches: my heart / double abacus","microkingdom's pro hour",7.8,0,4,2008,NA,475
"1517",11660,"philadelphia international","","the sound of philadelphia: gamble & huff's greatest hits","various artists",8.5,0,4,2008,NA,1
"1518",11331,"my pal god","","excuse me, this is the yah mos def","ymd",7.5,0,4,2008,NA,8
"1519",11255,"soundway","","nigeria special: modern highlife, afro-sounds & nigerian blues","various artists",8,0,4,2008,NA,8
"1520",11299,"goodfellow","","disintoxication","the secret",7.5,0,4,2008,NA,1
"1521",11321,"important","","the garden of forking paths","various artists",7.7,0,4,2008,NA,57
"1522",11309,"self-released","","blood moon","apes & androids",7.3,0,4,2008,NA,475
"1523",11332,"constellation","","13 blues for thirteen moons","thee silver mt. zion memorial orchestra & tra-la-la band",5.2,0,3,2008,NA,56
"1524",11273,"profound lore","","alogon","wrath of the weak",7.5,0,3,2008,NA,74
"1525",11662,"matador","","signals, calls, and marches","mission of burma",9.8,0,3,2008,NA,231
"1526",11662,"ace of hearts","","signals, calls, and marches","mission of burma",9.8,0,3,2008,NA,1
"1527",11301,"cardboard","","love and circuits: a cardboard records compilation (from aa to zs)","various artists",7.8,0,3,2008,NA,6
"1528",11279,"kompakt","","pop ambient 2008","various artists",6.8,0,3,2008,NA,83
"1529",11226,"one percent press","","city of microphones","the exit strategy",5.9,0,3,2008,NA,4
"1530",11237,"definitive jux","","the 11th hour","del tha funkee homosapien",6.8,0,3,2008,NA,29
"1531",11221,"rare victory","","love goes on: a tribute to grant mclennan","various artists",7,0,3,2008,NA,1
"1532",11223,"basic replay","","basic replay","various artists",7.3,0,3,2008,NA,1
"1533",11205,"warm","","longplay 2","pacific uv",7.9,0,3,2008,NA,12
"1534",11180,"self-released","","residue hymns ep","magic weapon",5.8,0,3,2008,NA,475
"1535",11195,"drag city","","mirror/messenger","major stars",6.3,0,3,2008,NA,301
"1536",11190,"xl","","matine","jack peate",4.9,0,3,2008,NA,134
"1537",11203,"hip-o select","","the complete motown singles, vol. 9: 1969","various artists",9.4,0,2,2008,NA,22
"1538",11170,"rough trade","","12 crass songs","jeffrey lewis & the jitters",2.3,0,2,2008,NA,145
"1539",11194,"rare book room","","living bridge","various artists",7.9,0,2,2008,NA,10
"1540",11146,"norton","","i hate cds! norton 45s","various artists",7.9,0,2,2008,NA,2
"1541",11193,"rough trade","","soundboy punishments","various artists",7.2,0,2,2008,NA,145
"1542",11193,"skull disco","","soundboy punishments","various artists",7.2,0,2,2008,NA,2
"1543",11130,"devon reed","","songs from the bigtop","various artists",6,0,2,2008,NA,1
"1544",11133,"p-vine","","suuto breakor","afrirampo",7.5,0,2,2008,NA,6
"1545",11118,"numero group","","wayfaring strangers: guitar soli","various artists",7,0,2,2008,NA,62
"1546",11105,"team love","","flowers forever","flowers forever",6.5,0,2,2008,NA,36
"1547",11072,"thrill jockey","","human bell","human bell",5.5,0,2,2008,NA,320
"1548",11654,"kitsun","","kitsun boombox","various artists",7,0,2,2008,NA,13
"1549",11074,"dgm live","","beyond even (1992-2006)","fripp & eno",4.7,0,2,2008,NA,1
"1550",11111,"proper american","","always lift him up: a tribute to blind alfred reed","various artists",7.6,0,2,2008,NA,1
"1551",11111,"west virginia music hal of fame","","always lift him up: a tribute to blind alfred reed","various artists",7.6,0,2,2008,NA,1
"1552",11062,"numero group","","eccentric soul: the outskirts of deep city","various artists",8,0,1,2008,NA,62
"1553",11043,"no fun","","early works","c.c.c.c.",8,0,1,2008,NA,12
"1554",11061,"new granada","","the street lights have been turned down","zillionaire",6.8,0,1,2008,NA,2
"1555",11027,"dust-to-digital","","black mirror: reflections in global music (1918-1955)","various artists",8.6,0,1,2008,NA,12
"1556",11642,"cadenza","","cadenza contemporary 01/classics","various artists",8.2,0,1,2008,NA,5
"1557",11060,"rhino","","the brit box: u.k. indie, shoegaze and brit-pop gems of the last millennium","various artists",5.9,0,1,2008,NA,107
"1558",10963,"dust-to-digital","","melodii tuvi: throat songs and folk tunes from tuva","various artists",7.7,0,1,2008,NA,12
"1559",11055,"strut","","disco not disco: post punk, electro & leftfield disco classics 1974-1986","various artists",6.2,0,1,2008,NA,32
"1560",11053,"rough trade","","four songs by arthur russell","various artists",7.8,0,1,2008,NA,145
"1561",11004,"sick room","","ecstatic eyes glow glossy","mass shivers",6.4,0,1,2008,NA,1
"1562",11041,"rhino","","the heavy metal box","various artists",6.7,0,1,2008,NA,107
"1563",11006,"mush","","you, me & everyone","pedro",6.5,0,1,2008,NA,39
"1564",11646,"nonesuch","","...and all the pieces matter: five years of music from the wire","various artists",6.6,0,1,2008,NA,83
"1565",10954,"jdub","","sandwiches & cats","michael showalter",7,0,1,2008,NA,6
"1566",10995,"standard","","wedding day ep","marla hansen",6.4,0,1,2008,NA,2
"1567",10957,"recall","","downtown 81 ost","various artists",8,0,1,2008,NA,2
"1568",10990,"temporary residence","","prints","prints",7,0,1,2008,NA,121
"1569",10737,"shout! factory","","testify","the simpsons",5.3,0,1,2008,NA,20
"1570",10747,"manteca","","the very best of ethiopiques: hypnotic grooves from the legendary series","various artists",9.2,0,1,2008,NA,1
"1571",10747,"buda musique","","the very best of ethiopiques: hypnotic grooves from the legendary series","various artists",9.2,0,1,2008,NA,1
"1572",10970,"hip-o select","","the complete motown singles, vol. 8: 1968","various artists",9.2,0,12,2007,NA,22
"1573",11636,"aum fidelity","","corn meal dance","william parkers raining on the moon",7.4,0,12,2007,NA,7
"1574",10983,"salvo","","the big stiff box set","various artists",9,0,12,2007,NA,6
"1575",10982,"thrill jockey","","plum","various artists",7.2,0,12,2007,NA,320
"1576",10935,"soul jazz","","brazil 70: after tropiclia  new directions in brazilian music in the 1970s","various artists",8.9,0,12,2007,NA,42
"1577",10964,"dust-to-digital","","the art of field recording, vol. 1","various artists",9,0,12,2007,NA,12
"1578",10931,"manimal vinyl","","through the wilderness: a tribute to madonna","various artists",7,0,11,2007,NA,6
"1579",10887,"drag city","","aluminum lake","concentrik",6.7,0,11,2007,NA,301
"1580",10923,"waxploitation","","causes 1","various artists",7.3,0,11,2007,NA,1
"1581",10921,"drag city","","the valerie project","the valerie project",7.5,0,11,2007,NA,301
"1582",10852,"rapster","","discovered: a collection of daft funk samples","various artists",4.6,0,11,2007,NA,12
"1583",10845,"language of stone","","mountain home","mountain home",7.2,0,11,2007,NA,6
"1584",11913,"drag city","","galactic zoo dossier #7: teenage meadows of infinity: rare psychs and stomps / from the ashes perfect attainment shall be: modern freaked sounds","various artists",6.8,0,11,2007,NA,301
"1585",10822,"drag city","","randall of nazareth","randall of nazareth",6.8,0,11,2007,NA,301
"1586",10813,"big dada","","well deep: ten years of big dada recordings","various artists",7.5,0,11,2007,NA,41
"1587",10869,"itunes","","big change: songs for finca","various artists",4.4,0,11,2007,NA,11
"1588",10869,"finca","","big change: songs for finca","various artists",4.4,0,11,2007,NA,1
"1589",10796,"team love","","brought to you by nebraskafish","capgun coup",6.8,0,11,2007,NA,36
"1590",10859,"unknown","","bbc radio 1: established 1967","various artists",3.4,0,11,2007,NA,12
"1591",10797,"rapster","","kings of electro","playgroup and alter ego",7.1,0,11,2007,NA,12
"1592",10841,"sony","","i'm not there ost","various artists",8,0,10,2007,NA,72
"1593",10769,"ecstatic peace","","gettin' gone","matt valentine and erika elder",3.8,0,10,2007,NA,39
"1594",10760,"stones throw","","peanut butter wolf presents 2k8: b-ball zombie war","various artists",6.1,0,10,2007,NA,109
"1595",10817,"lost highway","","follow the lights ep","ryan adams & the cardinals",6.5,0,10,2007,NA,27
"1596",10740,"tompkins square","","people take warning! murder ballads & disaster songs, 1913-1938","various artists",7.2,0,10,2007,NA,29
"1597",10810,"4ad","","the modern tribe","celebration",6.5,0,10,2007,NA,139
"1598",10790,"oxford american","","the oxford american music issue 2007","various artists",7.6,0,10,2007,NA,1
"1599",10790,"cmt","","the oxford american music issue 2007","various artists",7.6,0,10,2007,NA,1
"1600",10653,"rhino","","love is the song we sing: san francisco nuggets 1965-1970","various artists",8.2,0,9,2007,NA,107
"1601",10587,"highwheel","","the international","arks",6.1,0,9,2007,NA,4
"1602",10638,"drag city","","sighs trapped by liars","red krayola with art & language",6.8,0,9,2007,NA,301
"1603",10599,"barsuk","","kurt cobain about a son","various artists",7,0,9,2007,NA,84
"1604",10609,"whatever we want","","map of africa","map of africa",5.2,0,9,2007,NA,1
"1605",10569,"numero group","","home schooled: the abcs of kid soul","various artists",7.8,0,9,2007,NA,62
"1606",10636,"greensleeves","","from dubplate to download: the best of greensleeves records","various artists",9,0,9,2007,NA,6
"1607",10594,"stax","","wattstax","various artists",9.1,0,8,2007,NA,10
"1608",10592,"engine room","","guilt by association","various artists",5.1,0,8,2007,NA,1
"1609",11908,"soul jazz","","rumble in the jungle","various artists",7.5,0,8,2007,NA,42
"1610",10549,"light in the attic","","summer records anthology 1974-1988","various artists",7.7,0,8,2007,NA,61
"1611",10534,"holy mountain","","the shining path","the shining path",6.3,0,8,2007,NA,15
"1612",10571,"vice","","this is next","various artists",0,0,8,2007,NA,61
"1613",10544,"hip-o select","","the complete motown singles, vol. 7: 1967","various artists",9.9,0,8,2007,NA,22
"1614",10505,"backwater","","the fate of old mother orvis","the future kings of england",7.5,0,8,2007,NA,1
"1615",10506,"rekids","","rekids compilation one","various artists",7.6,0,8,2007,NA,3
"1616",10533,"young god","","we are him","the angels of light",8,0,8,2007,NA,37
"1617",10530,"fat cat","","you follow me","nina nastasia & jim white",8.6,0,8,2007,NA,109
"1618",10531,"kompakt","","total 8","various artists",6.9,0,8,2007,NA,83
"1619",10490,"blue note","","cornell 1964","charles mingus sextet with eric dolphy",8.9,0,8,2007,NA,30
"1620",10525,"hickory","","the hottest state ost","various artists",2.2,0,8,2007,NA,1
"1621",10498,"in the red","","space & time","miss alex white & the red orchestra",7,0,8,2007,NA,81
"1622",10492,"eastern developments","","fascinating tininess","leyode",5.8,0,8,2007,NA,8
"1623",10475,"young american","","the trials of darryl hunt ost","various artists",7.7,0,8,2007,NA,3
"1624",10436,"now again","","now-again re:sounds vol. 1","various artists",6.9,0,8,2007,NA,10
"1625",10494,"sub pop","","werewolves and lollipops","patton oswalt",8,0,8,2007,NA,337
